,text_x,text_predicate,text_y,hypothesis_x,hypothesis_predicate,hypothesis_y,entailment
521,animal,hunts,squirrels,the gopher,is smaller than,the squirrel,False
522,animal,hunts,squirrels,the kites,fed upon,squirrels,True
523,animal,hunts,squirrels,the red squirrels,bite,the squirrels,True
524,animal,hunts,antelopes,this antelope,is a variety of,the hartebeest,False
525,animal,hunts,antelopes,cougars,rarely get,antelope,False
526,animal,hunts,antelopes,many cranes,were seen with,a antelope,False
527,animal,hunts,antelopes,many cranes,were seen with,a few antelope,False
528,animal,hunts,antelopes,the eland,is the largest of,the antelopes,False
529,animal,hunts,antelopes,the antelope,is supposed to be,the quadruped,False
530,animal,hunts,antelopes,the eland,is the largest of,all antelopes,False
531,animal,hunts,antelopes,a lion,seize,an antelope,True
532,animal,hunts,antelopes,the antelope,escaped,a lion,True
533,animal,hunts,antelopes,antelope,are like,sheep,False
534,animal,hunts,antelopes,the lion,kills,an antelope,True
535,animal,hunts,antelopes,the soldiers,went and brought,an antelope,False
536,animal,hunts,antelopes,coyotes,prey on,antelope,True
537,animal,hunts,antelopes,the eland,is the king of,antelope,False
538,animal,hunts,antelopes,the oryx,is one of,the antelopes,False
539,animal,hunts,antelopes,an enormous python,had caught,an antelope,True
540,animal,hunts,antelopes,an python,had caught,an antelope,True
541,animal,hunts,antelopes,antelope,strode toward,the soldiers,False
542,animal,hunts,antelopes,bears,flourish,antelopes,False
543,animal,hunts,antelopes,elephant,again asked for,antelope,False
544,animal,hunts,antelopes,horses,will run down,an antelope,True
545,animal,hunts,antelopes,ordinary horses,will run down,an antelope,True
546,animal,hunts,antelopes,ruminants,include,antelope,False
547,animal,hunts,antelopes,the antelope,laid for,the little rabbit,False
548,animal,hunts,antelopes,the antelope,laid for,the rabbit,False
549,animal,hunts,antelopes,the antelope,laid for,the silly rabbit,False
550,animal,hunts,antelopes,the red deer,is larger than,the antelope,False
551,animal,hunts,antelopes,the impala,is one of,the antelopes,False
552,animal,hunts,antelopes,mammals,include,the antelope,False
553,animal,hunts,antelopes,the antelope,can not be taken by,any greyhound,False
554,animal,hunts,antelopes,the eland,is one of,those antelopes,False
555,animal,is covered in,feathers,this feather,broke,the camel,False
556,animal,is covered in,feathers,robins,scratch,feathers,False
557,animal,is covered in,feathers,the swans,were lying like,feathers,False
558,animal,is covered in,feathers,the winter wren,picks up,the feathers,False
559,animal,is covered in,feathers,the critical hen,departed with,feathers,False
560,animal,is covered in,feathers,ibises,decomposed,feathers,False
561,animal,is covered in,feathers,the feathers,are the pride of,the parrot,False
562,animal,is covered in,feathers,the feathers,are those of,the peacock,True
563,animal,is covered in,feathers,serpent,was covered with,feathers,True
564,animal,is covered in,feathers,the feathers,were plucked from,the geese,False
565,animal,is covered in,feathers,the feathers,were derived from,the polish fowl,False
566,animal,is covered in,feathers,the feathers,are used without,the lions,False
567,animal,is covered in,feathers,the roosters,have torn,the feathers,False
568,animal,is covered in,feathers,the titmice,are birds with,feathers,True
569,animal,is covered in,feathers,a young fowl,is growing,feathers,True
570,animal,is covered in,feathers,penguins,are covered with,feathers,True
571,animal,is covered in,feathers,dinosaurs,do not appear to have had,feathers,False
572,animal,is covered in,feathers,flying dinosaurs,do not appear to have had,feathers,False
573,animal,is covered in,feathers,the lark,has a tuft of,feathers,True
574,animal,is covered in,feathers,the pheasant,reacts to,the feathers,False
575,animal,is covered in,feathers,a wood duck,tied on,a feather,False
576,animal,is covered in,feathers,the soldier,wore with,a feather,False
577,animal,is covered in,feathers,the trumpeter,has a tuft of,feathers,True
578,animal,is covered in,feathers,the white gulls,drifted like,feathers,False
579,animal,is covered in,scales,such crustaceans,would stand in,the scale,False
580,animal,is covered in,scales,the cattle,were driven upon,a scale,False
581,animal,is covered in,scales,the black fly,is at the bottom of,the scale,False
582,animal,is covered in,scales,the monarchs,were growing on,a scale,False
583,animal,is covered in,scales,butterflies,have to have,scales,True
584,animal,is covered in,scales,many butterflies,have to have,scales,False
585,animal,is covered in,scales,sharks,do not have,scales,False
586,animal,is covered in,scales,vertebrates,usually covered with,scales,True
587,animal,is covered in,scales,the cartilaginous fishes,stretch along,the scale,False
588,animal,is covered in,scales,survivors,casts in,the scale,False
589,animal,is covered in,scales,these hogs,were weighed on,the scales,False
590,animal,is covered in,scales,blooded vertebrates,not covered with,scales,False
591,animal,is covered in,scales,cattle,are reared on,a scale,False
592,animal,is covered in,scales,the wounded soldier,would throw into,the scale,False
593,animal,is covered in,scales,vertebrates,not covered with,scales,False
594,animal,is covered in,scales,the soldier,is near the top of,the scale,False
595,animal,is covered in,scales,a primate,was a man in,the scale,False
596,animal,is covered in,scales,cattle,are bred on,a scale,False
597,animal,is covered in,scales,human beings,can not live without,some scale,False
598,animal,is covered in,scales,the perch,affords a example of,scales,False
599,animal,is covered in,scales,the scale,could hide,dolphins,False
600,animal,is covered in,scales,a few ganoids,lack,scales,False
601,animal,is covered in,scales,a ganoids,lack,scales,False
602,animal,is covered in,scales,biddy,scrapes,the scales,False
603,animal,is covered in,scales,caterpillar,became on,a scale,False
604,animal,is covered in,scales,that mankind,will have on,a scale,False
605,animal,is covered in,scales,the biting lice,subsist on,scales,False
606,animal,is covered in,scales,the lice,subsist on,scales,False
607,animal,is covered in,scales,beef,is produced on,a scale,False
608,animal,is covered in,scales,livestock,is produced on,a scale,False
609,animal,is covered in,scales,that mankind,may play upon,a scale,False
610,animal,is covered in,scales,the beeves,cross,the scale,False
611,animal,is covered in,scales,the brahmans,were at the end of,the scale,False
612,animal,is covered in,scales,the menhaden,is a fish with,scales,True
613,animal,is covered in,scales,the pupae,differ in having,scales,False
614,animal,is covered in,scales,crow,tried to run,a scales,False
615,animal,is covered in,scales,lion,does on,a scale,False
616,animal,is covered in,scales,master crow,tried to run,a scales,False
617,animal,is covered in,scales,scales,are present in,the pangolin,True
618,animal,is covered in,scales,sticklebacks,lack,scales,False
619,animal,is covered in,scales,the female,is encircled by,scales,True
620,animal,is covered in,scales,the pangolin,is completely covered with,scales,True
621,animal,is covered in,scales,the perfect man,traverses,the scale,False
622,animal,is covered in,scales,the rays,are covered by,scales,True
623,animal,is covered in,scales,the serpents,are clothed with,scales,True
624,animal,is defined as,a mammal,mammals,are higher than,birds,False
625,animal,is defined as,a mammal,birds,live longer than,mammals,False
626,animal,is defined as,a mammal,birds,are not,mammals,False
627,animal,is defined as,a mammal,the mammals,surpass,the dinosaurs,False
628,animal,is defined as,a mammal,the human race,is distinguished from,mammals,False
629,animal,is defined as,a mammal,mammals,arose from,reptiles,False
630,animal,is defined as,a mammal,birds,are active than,mammals,False
631,animal,is defined as,a mammal,the mammals,closely resemble,sloths,False
632,animal,is defined as,a mammal,mammals,come after,birds,False
633,animal,is defined as,a mammal,the modern man,is the highest of,all mammals,True
634,animal,is defined as,a mammal,gigantic fishes,followed by,mammals,False
635,animal,is defined as,a mammal,the human embryo,resembles those of,all mammals,False
636,animal,is defined as,a mammal,the larvae,are parasites of,mammals,False
637,animal,is defined as,a mammal,mammals,are unique among,vertebrates,False
638,animal,is defined as,a mammal,the rodents,are the group of,mammals,True
639,animal,is defined as,a mammal,ticks,are parasites of,mammals,False
640,animal,is defined as,a mammal,armadillos,are distinguished from,all mammals,False
641,animal,is defined as,a mammal,mammals,coexisted with,dinosaurs,False
642,animal,is defined as,a mammal,mammals,are infested by,the lice,False
643,animal,is defined as,a mammal,the marmot,is one of,the mammals,True
644,animal,is defined as,a mammal,the rodents,are the order of,mammals,True
645,animal,is defined as,a mammal,mammals,passed through,amphibious mammals,False
646,animal,is defined as,a mammal,marsupial rats,take the place of,the mammals,False
647,animal,is defined as,a mammal,nematodes,are parasites of,mammals,False
648,animal,is defined as,a mammal,mammals,developed from,reptiles,False
649,animal,is defined as,a mammal,reptiles,did not appear before,the mammals,False
650,animal,is defined as,a mammal,rodents,are the group of,mammals,True
651,animal,is defined as,a mammal,the ferret,is one of,the mammals,True
652,animal,is defined as,a mammal,the footed ferret,is one of,the mammals,True
653,animal,is defined as,a mammal,the great saurians,were succeeded by,the mammals,False
654,animal,is defined as,a mammal,the larvae,occur in a variety of,mammals,True
655,animal,is defined as,a mammal,the saurians,were succeeded by,the mammals,False
656,animal,is defined as,a mammal,cetaceans,are descended from,mammals,True
657,animal,is defined as,a mammal,human beings,have hunted,mammals,False
658,animal,is defined as,a mammal,mammals,are parasitized by,the larvae,False
