,text,hypothesis,entailment,tx,tpred,ty,hx,hpred,hy
366,cause cause illness,illness be cause by cause,True,cause,cause,illness,illness,be cause by,cause
367,illness be cause by cause,cause can cause illness,True,illness,be cause by,cause,cause,can cause,illness
368,cause can cause illness,cause cause illness,True,cause,can cause,illness,cause,cause,illness
369,cause cause illness,cause can cause illness,True,cause,cause,illness,cause,can cause,illness
370,cause can cause illness,illness be cause by cause,True,cause,can cause,illness,illness,be cause by,cause
371,plant  know as drug,plant contain drug,True,plant, know as,drug,plant,contain,drug
372,plant contain drug,plant  know as drug,True,plant,contain,drug,plant, know as,drug
373,metal cause disease,metal can cause disease,True,metal,cause,disease,metal,can cause,disease
374,metal can cause disease,metal cause disease,True,metal,can cause,disease,metal,cause,disease
375,member be diagnose with disorder,member suffer from disorder,True,member,be diagnose with,disorder,member,suffer from,disorder
376,member suffer from disorder,member be diagnose with disorder,True,member,suffer from,disorder,member,be diagnose with,disorder
377,disease affect crop,disease can affect crop,True,disease,affect,crop,disease,can affect,crop
378,disease can affect crop,disease affect crop,True,disease,can affect,crop,disease,affect,crop
379,illness can lead to complication,illness can cause complication,True,illness,can lead to,complication,illness,can cause,complication
380,illness can cause complication,illness can lead to complication,True,illness,can cause,complication,illness,can lead to,complication
381,illness can lead to complication,illness cause complication,True,illness,can lead to,complication,illness,cause,complication
382,illness cause complication,illness can cause complication,True,illness,cause,complication,illness,can cause,complication
383,illness can cause complication,illness cause complication,True,illness,can cause,complication,illness,cause,complication
384,illness cause complication,illness can lead to complication,True,illness,cause,complication,illness,can lead to,complication
385,agency report in time,agency announce in time,True,agency,report in,time,agency,announce in,time
386,agency announce in time,agency report in time,True,agency,announce in,time,agency,report in,time
387,medication  know generically as inhibitor,inhibitor  know as medication,True,medication, know generically as,inhibitor,inhibitor, know as,medication
388,inhibitor  know as medication,medication  know generically as inhibitor,True,inhibitor, know as,medication,medication, know generically as,inhibitor
389,medication  know generically as inhibitor,medication  know as inhibitor,True,medication, know generically as,inhibitor,medication, know as,inhibitor
390,medication  know as inhibitor,inhibitor  know as medication,True,medication, know as,inhibitor,inhibitor, know as,medication
391,inhibitor  know as medication,medication  know as inhibitor,True,inhibitor, know as,medication,medication, know as,inhibitor
392,medication  know as inhibitor,medication  know generically as inhibitor,True,medication, know as,inhibitor,medication, know generically as,inhibitor
393,substance be use in material,substance be find in material,True,substance,be use in,material,substance,be find in,material
394,substance be find in material,substance be use in material,True,substance,be find in,material,substance,be use in,material
395,substance be use in material,material contain substance,True,substance,be use in,material,material,contain,substance
396,material contain substance,substance be find in material,True,material,contain,substance,substance,be find in,material
397,substance be find in material,material contain substance,True,substance,be find in,material,material,contain,substance
398,material contain substance,substance be use in material,True,material,contain,substance,substance,be use in,material
399,illness can lead to risk,illness can cause risk,True,illness,can lead to,risk,illness,can cause,risk
400,illness can cause risk,illness can lead to risk,True,illness,can cause,risk,illness,can lead to,risk
401,illness can lead to risk,risk can lead to illness,True,illness,can lead to,risk,risk,can lead to,illness
402,risk can lead to illness,illness can cause risk,True,risk,can lead to,illness,illness,can cause,risk
403,illness can cause risk,risk can lead to illness,True,illness,can cause,risk,risk,can lead to,illness
404,risk can lead to illness,illness can lead to risk,True,risk,can lead to,illness,illness,can lead to,risk
405,provider use system,provider offer system,True,provider,use,system,provider,offer,system
406,provider offer system,provider use system,True,provider,offer,system,provider,use,system
407,metal cause effect,metal may cause effect,True,metal,cause,effect,metal,may cause,effect
408,metal may cause effect,metal cause effect,True,metal,may cause,effect,metal,cause,effect
409,metal cause effect,metal can cause effect,True,metal,cause,effect,metal,can cause,effect
410,metal can cause effect,metal may cause effect,True,metal,can cause,effect,metal,may cause,effect
411,metal may cause effect,metal can cause effect,True,metal,may cause,effect,metal,can cause,effect
