,text,hypothesis,entailment,tx,tpred,ty,hx,hpred,hy
256,Many people consult professionals,Many people check with professionals,True,Many people,consult,professionals,Many people,check with,professionals
257,Telephone support be provided for questions,Telephone support be provided on questions,True,Telephone support,be provided for,questions,Telephone support,be provided on,questions
258,the data be removed from the system,the data be deleted from the system,True,the data,be removed from,the system,the data,be deleted from,the system
259,the community be grateful for the support,the community acknowledge the support,True,the community,be grateful for,the support,the community,acknowledge,the support
260,Chiropractors use a combination of treatments,Chiropractors use a variety of treatments,True,Chiropractors,use a combination of,treatments,Chiropractors,use a variety of,treatments
261,the cross make of cloth,the cross consist of cloth,True,the cross,make of,cloth,the cross,consist of,cloth
262,The program kick off in July 2003,The program be scheduled to start in July 2003,True,The program,kick off in,July 2003,The program,be scheduled to start in,July 2003
263,the owner try to sell the car,the owner attempt to sell the car,True,the owner,try to sell,the car,the owner,attempt to sell,the car
264,this email be classified as spam,this email be known to be spam,True,this email,be classified as,spam,this email,be known to be,spam
265,his sons be out hunting,his sons be off hunting,True,his sons,be out,hunting,his sons,be off,hunting
266,his friend mistreat him,his friend wrong him,True,his friend,mistreat,him,his friend,wrong,him
267,the system be on for a long time,the system stay on for a long time,True,the system,be on for,a long time,the system,stay on for,a long time
268,This link open in a new window,This link open up in a new window,True,This link,open in,a new window,This link,open up in,a new window
269,Forms be available in PDF format,Forms be available with PDF format,True,Forms,be available in,PDF format,Forms,be available with,PDF format
270,the movie hit theater on June 29,the movie premiere on June 29,True,the movie,hit theater on,June 29,the movie,premiere on,June 29
271,the children spend time with Jim,the children go to visit Jim,True,the children,spend time with,Jim,the children,go to visit,Jim
272,This course be intended for students,This course be offered for students,True,This course,be intended for,students,This course,be offered for,students
273,The effects move up the food chain,The effects run up the food chain,True,The effects,move up,the food chain,The effects,run up,the food chain
274,image give way to reality,image succumb to reality,True,image,give way to,reality,image,succumb to,reality
275,Parents set up the furniture,Parents install the furniture,True,Parents,set up,the furniture,Parents,install,the furniture
276,my home computer be infected with a virus,my home computer be positive for a virus,True,my home computer,be infected with,a virus,my home computer,be positive for,a virus
277,a resolution be scheduled for Tuesday,a resolution be held in Tuesday,True,a resolution,be scheduled for,Tuesday,a resolution,be held in,Tuesday
278,The logo fit in with the designs,The logo seem to fit the designs,True,The logo,fit in with,the designs,The logo,seem to fit,the designs
279,Time Warner own a number of cable networks,Time Warner own a bunch of cable networks,True,Time Warner,own a number of,cable networks,Time Warner,own a bunch of,cable networks
280,Mortality rate be a measure of the number of deaths,Mortality rate be expressed as the number of deaths,True,Mortality rate,be a measure of,the number of deaths,Mortality rate,be expressed as,the number of deaths
281,this guy come look for an argument,this guy hope to find an argument,True,this guy,come look for,an argument,this guy,hope to find,an argument
282,Government be proud of its contribution,Government take great pride in its contribution,True,Government,be proud of,its contribution,Government,take great pride in,its contribution
283,Kim be grateful for the info,Kim be appreciative of the info,True,Kim,be grateful for,the info,Kim,be appreciative of,the info
284,Candidates monitor the progress of students,Candidates know the status of students,True,Candidates,monitor the progress of,students,Candidates,know the status of,students
285,Each session last 3 hours,Each session run for 3 hours,True,Each session,last,3 hours,Each session,run for,3 hours
286,Your personal information be stored in a secure location,Your personal information be put into a secure location,True,Your personal information,be stored in,a secure location,Your personal information,be put into,a secure location
287,The service be free for all visitors,The service be offered for all visitors,True,The service,be free for,all visitors,The service,be offered for,all visitors
288,The Movie come out on video,The Movie be released on video,True,The Movie,come out on,video,The Movie,be released on,video
289,Judges rely on the information,Judges refer to the information,True,Judges,rely on,the information,Judges,refer to,the information
290,the cross make of cloth,the cross be crafted from cloth,True,the cross,make of,cloth,the cross,be crafted from,cloth
291,the voyage involve sailing,the voyage utilize sailing,True,the voyage,involve,sailing,the voyage,utilize,sailing
292,the courtyard be paved with marble,the courtyard be filled in with marble,True,the courtyard,be paved with,marble,the courtyard,be filled in with,marble
